date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:38:24	424/424	---M--	200	added ('OK')	image/svg+xml	etag:%221dbea5a5ca785a8%22	https://portswigger.net/content/images/svg/ps-cross-circle-orange.svg	/home/siddhant/portswigger/portswigger.net/content/images/svg/ps-cross-circle-orange.svg	(from https://portswigger.net/content/psacademy.css)
03:38:25	20264/20264	---M--	200	added ('OK')	image/webp	etag:%221dcccc085828728%22	https://portswigger.net/content/images/banners/banner-home-acad-background.webp	/home/siddhant/portswigger/portswigger.net/content/images/banners/banner-home-acad-background.webp	(from https://portswigger.net/content/psacademy.css)
03:38:27	206407/206407	---M--	200	added ('OK')	image/png	etag:%221dcccc08581ee47%22	https://portswigger.net/content/images/banners/banner-home-acad-background.png	/home/siddhant/portswigger/portswigger.net/content/images/banners/banner-home-acad-background.png	(from https://portswigger.net/content/psacademy.css)
03:38:28	84233/84233	---M--	200	added ('OK')	image/jpeg	etag:%221dbea5a5ca6cd09%22	https://portswigger.net/content/images/banners/banner-academy-hero.jpg	/home/siddhant/portswigger/portswigger.net/content/images/banners/banner-academy-hero.jpg	(from https://portswigger.net/content/psacademy.css)
03:38:28	49650/49650	---M--	200	added ('OK')	image/jpeg	etag:%221dbea5a5ca745f2%22	https://portswigger.net/content/images/banners/banner-academy-footer.jpg	/home/siddhant/portswigger/portswigger.net/content/images/banners/banner-academy-footer.jpg	(from https://portswigger.net/content/psacademy.css)
03:38:29	25392/25392	---M--	200	added ('OK')	image/jpeg	etag:%221dc222290557530%22	https://portswigger.net/content/images/vulnerabilities/clickjacking-background.jpg	/home/siddhant/portswigger/portswigger.net/content/images/vulnerabilities/clickjacking-background.jpg	(from https://portswigger.net/content/psacademy.css)
03:38:30	25489/25489	---M--	200	added ('OK')	image/jpeg	etag:%221dc222290557591%22	https://portswigger.net/content/images/vulnerabilities/csrf-background.jpg	/home/siddhant/portswigger/portswigger.net/content/images/vulnerabilities/csrf-background.jpg	(from https://portswigger.net/content/psacademy.css)
03:38:31	25603/25603	---M--	200	added ('OK')	image/jpeg	etag:%221dbea5a5ca7e003%22	https://portswigger.net/content/images/vulnerabilities/directory-traversal-background.jpg	/home/siddhant/portswigger/portswigger.net/content/images/vulnerabilities/directory-traversal-background.jpg	(from https://portswigger.net/content/psacademy.css)
03:38:32	25787/25787	---M--	200	added ('OK')	image/jpeg	etag:%221dbea5a5ca7e0bb%22	https://portswigger.net/content/images/vulnerabilities/request-smuggling-background.jpg	/home/siddhant/portswigger/portswigger.net/content/images/vulnerabilities/request-smuggling-background.jpg	(from https://portswigger.net/content/psacademy.css)
03:38:33	25291/25291	---M--	200	added ('OK')	image/jpeg	etag:%221dc2222905574cb%22	https://portswigger.net/content/images/vulnerabilities/sql-injection-background.jpg	/home/siddhant/portswigger/portswigger.net/content/images/vulnerabilities/sql-injection-background.jpg	(from https://portswigger.net/content/psacademy.css)
03:38:34	25278/25278	---M--	200	added ('OK')	image/jpeg	etag:%221dc2222905574be%22	https://portswigger.net/content/images/vulnerabilities/ssrf-background.jpg	/home/siddhant/portswigger/portswigger.net/content/images/vulnerabilities/ssrf-background.jpg	(from https://portswigger.net/content/psacademy.css)
03:38:35	25358/25358	---M--	200	added ('OK')	image/jpeg	etag:%221dc22229055750e%22	https://portswigger.net/content/images/vulnerabilities/websockets-background.jpg	/home/siddhant/portswigger/portswigger.net/content/images/vulnerabilities/websockets-background.jpg	(from https://portswigger.net/content/psacademy.css)
03:38:36	25367/25367	---M--	200	added ('OK')	image/jpeg	etag:%221dc58a04df24917%22	https://portswigger.net/content/images/vulnerabilities/xss-background.jpg	/home/siddhant/portswigger/portswigger.net/content/images/vulnerabilities/xss-background.jpg	(from https://portswigger.net/content/psacademy.css)
03:38:37	25367/25367	---M--	200	added ('OK')	image/jpeg	etag:%221dcccc08582ab17%22	https://portswigger.net/content/images/vulnerabilities/generic-tile-background.jpg	/home/siddhant/portswigger/portswigger.net/content/images/vulnerabilities/generic-tile-background.jpg	(from https://portswigger.net/content/psacademy.css)
03:38:39	160668/160668	---M--	200	added ('OK')	image/jpeg	etag:%221dbea5a5ca5f79c%22	https://portswigger.net/content/images/banners/squares.jpg	/home/siddhant/portswigger/portswigger.net/content/images/banners/squares.jpg	(from https://portswigger.net/content/psacademy.css)
03:38:40	1567/1567	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%221dcccc08582ce1f%22	https://portswigger.net/content/images/svg/icons/warning-red.svg	/home/siddhant/portswigger/portswigger.net/content/images/svg/icons/warning-red.svg	(from https://portswigger.net/content/psproducts.css)
